,index,SNR,species,lead,planet,observation,instrument,year,detection?,analysis method,new data?,analysis type,tellurics,url,VMR,VMR_err1,VMR_err2
362,0,,Al I,F Stangret,KELT-7 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
363,1,,B I,F Stangret,KELT-7 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
364,2,,Ca I,F Stangret,KELT-7 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
365,3,,Cr I,F Stangret,KELT-7 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
366,4,,Fe I,F Stangret,KELT-7 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
367,5,,Fe II,F Stangret,KELT-7 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
368,6,,"H2O,K I",F Stangret,KELT-7 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
369,7,,Li I,F Stangret,KELT-7 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
370,8,,Mg I,F Stangret,KELT-7 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
371,9,,Mg II,F Stangret,KELT-7 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
372,10,,N I,F Stangret,KELT-7 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
373,11,,Na I,F Stangret,KELT-7 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
374,12,,Si I,F Stangret,KELT-7 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
375,13,,Si II,F Stangret,KELT-7 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
376,14,,Ti I,F Stangret,KELT-7 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
377,15,,TiO,F Stangret,KELT-7 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
378,16,,V I,F Stangret,KELT-7 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
379,17,,V II,F Stangret,KELT-7 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
380,18,,VO,F Stangret,KELT-7 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
381,19,,Y I,F Stangret,KELT-7 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
382,0,,Al I,F Stangret,KELT-21 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
383,1,,B I,F Stangret,KELT-21 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
384,2,,Ca I,F Stangret,KELT-21 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
385,3,,Cr I,F Stangret,KELT-21 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
386,4,,Fe I,F Stangret,KELT-21 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
387,5,,Fe II,F Stangret,KELT-21 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
388,6,,"H2O,K I",F Stangret,KELT-21 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
389,7,,Li I,F Stangret,KELT-21 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
390,8,,Mg I,F Stangret,KELT-21 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
391,9,,Mg II,F Stangret,KELT-21 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
392,10,,N I,F Stangret,KELT-21 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
393,11,,Na I,F Stangret,KELT-21 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
394,12,,Si I,F Stangret,KELT-21 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
395,13,,Si II,F Stangret,KELT-21 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
396,14,,Ti I,F Stangret,KELT-21 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
397,15,,TiO,F Stangret,KELT-21 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
398,16,,V I,F Stangret,KELT-21 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
399,17,,V II,F Stangret,KELT-21 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
400,18,,VO,F Stangret,KELT-21 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
401,19,,Y I,F Stangret,KELT-21 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
422,0,,Al I,F Stangret,HAT-P-57 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
423,1,,B I,F Stangret,HAT-P-57 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
424,2,,Ca I,F Stangret,HAT-P-57 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
425,3,,Cr I,F Stangret,HAT-P-57 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
426,4,,Fe I,F Stangret,HAT-P-57 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
427,5,,Fe II,F Stangret,HAT-P-57 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
428,6,,"H2O,K I",F Stangret,HAT-P-57 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
429,7,,Li I,F Stangret,HAT-P-57 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
430,8,,Mg I,F Stangret,HAT-P-57 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
431,9,,Mg II,F Stangret,HAT-P-57 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
432,10,,N I,F Stangret,HAT-P-57 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
433,11,,Na I,F Stangret,HAT-P-57 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
434,12,,Si I,F Stangret,HAT-P-57 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
435,13,,Si II,F Stangret,HAT-P-57 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
436,14,,Ti I,F Stangret,HAT-P-57 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
437,15,,TiO,F Stangret,HAT-P-57 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
438,16,,V I,F Stangret,HAT-P-57 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
439,17,,V II,F Stangret,HAT-P-57 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
440,18,,VO,F Stangret,HAT-P-57 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
441,19,,Y I,F Stangret,HAT-P-57 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
442,0,5.1,Fe,F Stangret,WASP-189 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
443,1,5.4,Fe+,F Stangret,WASP-189 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
444,2,4.2,Ti,F Stangret,WASP-189 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
445,3,0.0,H alpha,F Stangret,WASP-189 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
446,4,0.0,H beta,F Stangret,WASP-189 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
447,5,0.0,Ca+,F Stangret,WASP-189 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,
448,0,6.0,H2O,lockwood,Tau bootis b,transit,NIRSPEC,2014,,,True,self-consistent models (MOOG),TERRASPEC,https://iopscience.iop.org/article/10.1088/2041-8205/783/2/L29/pdf,,,
449,0,8.0,Fe,gibson,WASP-121 b,transit,UVES,2011,,,True,self-consistent model grid (PHOENIX),,https://ui.adsabs.harvard.edu/abs/2020MNRAS.493.2215G/abstract,,,
450,1,0.0,Fe+,gibson,WASP-121 b,transit,UVES,2011,,,True,self-consistent model grid (PHOENIX),,https://ui.adsabs.harvard.edu/abs/2020MNRAS.493.2215G/abstract,,,
451,0,,H alpha,czesla,HAT-P-32 b,transit,CARMENES,2022,,,True,self-consistent model grid,molecfit,https://ui.adsabs.harvard.edu/abs/2022A%26A...657A...6C/abstract,,,
452,1,,He,czesla,HAT-P-32 b,transit,CARMENES,2022,,,True,self-consistent model grid,molecfit,https://ui.adsabs.harvard.edu/abs/2022A%26A...657A...6C/abstract,,,
453,0,0.0,CO,yan,WASP-189 b,emission,GIANO,2022,,,True,self-consistent model grid (petitRADTRANS),"molecfit, sysrem",https://www.aanda.org/articles/aa/pdf/2022/05/aa43503-22.pdf,,,
454,0,0.0,CO,yan,WASP-33 b,emission,GIANO,2022,,,True,self-consistent model grid (petitRADTRANS),"molecfit, sysrem",https://www.aanda.org/articles/aa/pdf/2022/05/aa43503-22.pdf,,,
455,0,,,crossfield,GJ 1214 b,transit,HDS,2011,,,True,self-consistent model grid (PHOENIX),XTELLCORR,https://iopscience.iop.org/article/10.1088/0004-637X/736/2/132/pdf,,,
456,0,3.45,Fe,J Hoeijmakers,MASCARA-2 b,emission,EXPRES,2020,,,True,isothermal model grid,Molecfit,https://www.aanda.org/articles/aa/pdf/2020/09/aa37437-20.pdf,,,
457,1,4.6,Fe+,J Hoeijmakers,MASCARA-2 b,emission,EXPRES,2020,,,True,isothermal model grid,Molecfit,https://www.aanda.org/articles/aa/pdf/2020/09/aa37437-20.pdf,,,
458,2,3.69,Cr+,J Hoeijmakers,MASCARA-2 b,emission,EXPRES,2020,,,True,isothermal model grid,Molecfit,https://www.aanda.org/articles/aa/pdf/2020/09/aa37437-20.pdf,,,
459,3,3.4,Na,J Hoeijmakers,MASCARA-2 b,emission,EXPRES,2020,,,True,isothermal model grid,Molecfit,https://www.aanda.org/articles/aa/pdf/2020/09/aa37437-20.pdf,,,
460,4,3.33,Mg,J Hoeijmakers,MASCARA-2 b,emission,EXPRES,2020,,,True,isothermal model grid,Molecfit,https://www.aanda.org/articles/aa/pdf/2020/09/aa37437-20.pdf,,,
467,0,,Al,keles,55 Cancri e,transit,PEPSI,2022,,,True,parameterized model grid,masking,https://academic.oup.com/mnras/article/513/1/1544/6555041,,,
468,1,,Fe,keles,55 Cancri e,transit,PEPSI,2022,,,True,parameterized model grid,masking,https://academic.oup.com/mnras/article/513/1/1544/6555041,,,
469,2,,Ca,keles,55 Cancri e,transit,PEPSI,2022,,,True,parameterized model grid,masking,https://academic.oup.com/mnras/article/513/1/1544/6555041,,,
470,3,,Mg,keles,55 Cancri e,transit,PEPSI,2022,,,True,parameterized model grid,masking,https://academic.oup.com/mnras/article/513/1/1544/6555041,,,
471,4,,Na,keles,55 Cancri e,transit,PEPSI,2022,,,True,parameterized model grid,masking,https://academic.oup.com/mnras/article/513/1/1544/6555041,,,
472,5,,K,keles,55 Cancri e,transit,PEPSI,2022,,,True,parameterized model grid,masking,https://academic.oup.com/mnras/article/513/1/1544/6555041,,,
473,6,,Ti,keles,55 Cancri e,transit,PEPSI,2022,,,True,parameterized model grid,masking,https://academic.oup.com/mnras/article/513/1/1544/6555041,,,
474,7,,Mn,keles,55 Cancri e,transit,PEPSI,2022,,,True,parameterized model grid,masking,https://academic.oup.com/mnras/article/513/1/1544/6555041,,,
475,8,,Ba,keles,55 Cancri e,transit,PEPSI,2022,,,True,parameterized model grid,masking,https://academic.oup.com/mnras/article/513/1/1544/6555041,,,
476,9,,Sr,keles,55 Cancri e,transit,PEPSI,2022,,,True,parameterized model grid,masking,https://academic.oup.com/mnras/article/513/1/1544/6555041,,,
477,10,,S,keles,55 Cancri e,transit,PEPSI,2022,,,True,parameterized model grid,masking,https://academic.oup.com/mnras/article/513/1/1544/6555041,,,
478,11,,Zr,keles,55 Cancri e,transit,PEPSI,2022,,,True,parameterized model grid,masking,https://academic.oup.com/mnras/article/513/1/1544/6555041,,,
479,12,,V,keles,55 Cancri e,transit,PEPSI,2022,,,True,parameterized model grid,masking,https://academic.oup.com/mnras/article/513/1/1544/6555041,,,
480,13,,Cr,keles,55 Cancri e,transit,PEPSI,2022,,,True,parameterized model grid,masking,https://academic.oup.com/mnras/article/513/1/1544/6555041,,,
