,index,SNR,species,lead,planet,observation,instrument,year,detection?,doppler shifts,new data?,analysis type,tellurics,url,analysis method,VMR,VMR_err1,VMR_err2,doppler shift,metallicity,metallicity_err1,metallicity_err2,c/o,c/o_err1,c/o_err2,comments,Doppler shifts,comment
351,0,,TiO,J Hoeijmakers,HD 209458 b,transit,HDS,2015,,,True,self-consistent model grid,normalization,https://www.aanda.org/articles/aa/pdf/2015/03/aa24794-14.pdf,,,,,,,,,,,,,,
352,0,0.0,H2O,piskorz,ups And b,emission,NIRSPEC,2017,,,True,self-consistent model (SCARLET),PCA,https://iopscience.iop.org/article/10.3847/1538-3881/aa7dd8/pdf,,,,,,,,,,,,,,
353,1,,CH4,piskorz,ups And b,emission,NIRSPEC,2017,,,True,self-consistent model (SCARLET),PCA,https://iopscience.iop.org/article/10.3847/1538-3881/aa7dd8/pdf,,,,,,,,,,,,,,
354,0,,H2O,piskorz,HD 88133 b,emission,"HDS, ESPaDOnS",2016,,,True,self-consistent model (SCARLET),PCA,https://ui.adsabs.harvard.edu/abs/2016ApJ...832..131P/abstract,,,,,,,,,,,,,,
355,0,0.0,H alpha,Cauley,HD 189733 b,transit,"HARPS, HIRES",2017,,,False,line-fitting,molecfit,https://iopscience.iop.org/article/10.3847/1538-3881/aa6a15/pdf,,,,,,,,,,,,,,
356,1,0.0,Ca+,Cauley,HD 189733 b,transit,"HARPS, HIRES",2017,,,False,line-fitting,molecfit,https://iopscience.iop.org/article/10.3847/1538-3881/aa6a15/pdf,,,,,,,,,,,,,,
357,0,,H2O,esteves,55 Cancri e,transit,"HDS, ESPaDOnS",2017,,,True,parameterized forward models,sysrem,https://iopscience.iop.org/article/10.3847/1538-3881/aa7133/pdf,,,,,,,,,,,,,,
358,0,,Al I,F Stangret,MASCARA-1 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
359,1,,B I,F Stangret,MASCARA-1 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
360,2,,Ca I,F Stangret,MASCARA-1 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
361,3,,Cr I,F Stangret,MASCARA-1 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
362,4,,Fe I,F Stangret,MASCARA-1 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
363,5,,Fe II,F Stangret,MASCARA-1 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
364,6,,"H2O,K I",F Stangret,MASCARA-1 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
365,7,,Li I,F Stangret,MASCARA-1 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
366,8,,Mg I,F Stangret,MASCARA-1 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
367,9,,Mg II,F Stangret,MASCARA-1 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
368,10,,N I,F Stangret,MASCARA-1 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
369,11,,Na I,F Stangret,MASCARA-1 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
370,12,,Si I,F Stangret,MASCARA-1 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
371,13,,Si II,F Stangret,MASCARA-1 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
372,14,,Ti I,F Stangret,MASCARA-1 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
373,15,,TiO,F Stangret,MASCARA-1 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
374,16,,V I,F Stangret,MASCARA-1 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
375,17,,V II,F Stangret,MASCARA-1 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
376,18,,VO,F Stangret,MASCARA-1 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
377,19,,Y I,F Stangret,MASCARA-1 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
378,0,,Al I,F Stangret,KELT-17 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
379,1,,B I,F Stangret,KELT-17 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
380,2,,Ca I,F Stangret,KELT-17 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
381,3,,Cr I,F Stangret,KELT-17 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
382,4,,Fe I,F Stangret,KELT-17 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
383,5,,Fe II,F Stangret,KELT-17 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
384,6,,"H2O,K I",F Stangret,KELT-17 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
385,7,,Li I,F Stangret,KELT-17 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
386,8,,Mg I,F Stangret,KELT-17 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
387,9,,Mg II,F Stangret,KELT-17 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
388,10,,N I,F Stangret,KELT-17 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
389,11,,Na I,F Stangret,KELT-17 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
390,12,,Si I,F Stangret,KELT-17 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
391,13,,Si II,F Stangret,KELT-17 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
392,14,,Ti I,F Stangret,KELT-17 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
393,15,,TiO,F Stangret,KELT-17 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
394,16,,V I,F Stangret,KELT-17 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
395,17,,V II,F Stangret,KELT-17 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
396,18,,VO,F Stangret,KELT-17 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
397,19,,Y I,F Stangret,KELT-17 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
398,0,,Al I,F Stangret,KELT-7 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
399,1,,B I,F Stangret,KELT-7 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
400,2,,Ca I,F Stangret,KELT-7 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
401,3,,Cr I,F Stangret,KELT-7 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
402,4,,Fe I,F Stangret,KELT-7 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
403,5,,Fe II,F Stangret,KELT-7 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
404,6,,"H2O,K I",F Stangret,KELT-7 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
405,7,,Li I,F Stangret,KELT-7 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
406,8,,Mg I,F Stangret,KELT-7 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
407,9,,Mg II,F Stangret,KELT-7 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
408,10,,N I,F Stangret,KELT-7 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
409,11,,Na I,F Stangret,KELT-7 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
410,12,,Si I,F Stangret,KELT-7 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
411,13,,Si II,F Stangret,KELT-7 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
412,14,,Ti I,F Stangret,KELT-7 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
413,15,,TiO,F Stangret,KELT-7 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
414,16,,V I,F Stangret,KELT-7 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
415,17,,V II,F Stangret,KELT-7 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
416,18,,VO,F Stangret,KELT-7 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
417,19,,Y I,F Stangret,KELT-7 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
418,0,,Al I,F Stangret,KELT-21 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
419,1,,B I,F Stangret,KELT-21 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
420,2,,Ca I,F Stangret,KELT-21 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
421,3,,Cr I,F Stangret,KELT-21 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
422,4,,Fe I,F Stangret,KELT-21 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
423,5,,Fe II,F Stangret,KELT-21 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
424,6,,"H2O,K I",F Stangret,KELT-21 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
425,7,,Li I,F Stangret,KELT-21 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
426,8,,Mg I,F Stangret,KELT-21 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
427,9,,Mg II,F Stangret,KELT-21 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
428,10,,N I,F Stangret,KELT-21 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
429,11,,Na I,F Stangret,KELT-21 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
430,12,,Si I,F Stangret,KELT-21 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
431,13,,Si II,F Stangret,KELT-21 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
432,14,,Ti I,F Stangret,KELT-21 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
433,15,,TiO,F Stangret,KELT-21 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
434,16,,V I,F Stangret,KELT-21 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
435,17,,V II,F Stangret,KELT-21 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
436,18,,VO,F Stangret,KELT-21 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
437,19,,Y I,F Stangret,KELT-21 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
458,0,,Al I,F Stangret,HAT-P-57 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
459,1,,B I,F Stangret,HAT-P-57 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
460,2,,Ca I,F Stangret,HAT-P-57 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
461,3,,Cr I,F Stangret,HAT-P-57 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
462,4,,Fe I,F Stangret,HAT-P-57 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
463,5,,Fe II,F Stangret,HAT-P-57 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
464,6,,"H2O,K I",F Stangret,HAT-P-57 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
465,7,,Li I,F Stangret,HAT-P-57 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
466,8,,Mg I,F Stangret,HAT-P-57 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
467,9,,Mg II,F Stangret,HAT-P-57 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
468,10,,N I,F Stangret,HAT-P-57 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
469,11,,Na I,F Stangret,HAT-P-57 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
470,12,,Si I,F Stangret,HAT-P-57 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
471,13,,Si II,F Stangret,HAT-P-57 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
472,14,,Ti I,F Stangret,HAT-P-57 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
473,15,,TiO,F Stangret,HAT-P-57 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
474,16,,V I,F Stangret,HAT-P-57 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
475,17,,V II,F Stangret,HAT-P-57 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
476,18,,VO,F Stangret,HAT-P-57 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
477,19,,Y I,F Stangret,HAT-P-57 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
478,0,5.1,Fe,F Stangret,WASP-189 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
479,1,5.4,Fe+,F Stangret,WASP-189 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
480,2,4.2,Ti,F Stangret,WASP-189 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
481,3,0.0,H alpha,F Stangret,WASP-189 b,transit,"HARPS-N, HARPS",2022,,,True,"self-consistent models (petitRADTRANS), line-fitting",molecfit,https://www.aanda.org/articles/aa/pdf/2022/06/aa41799-21.pdf,,,,,,,,,,,,,,
